,Game_Title,Genre,Console,Publisher,Weekly_Sales,All_Time_Sales,Weeks_Out
396,Splatoon 2 ,Shooter,NS,Nintendo,93366.15277777778,7037733,76
397,Spyro Reignited Trilogy ,Platform,PS4,Activision,310421.0,2172947,7
398,Spyro Reignited Trilogy ,Platform,XOne,Activision,191323.0,191323,1
399,Star Trek Bridge Crew VR ,Action,PS4,Ubisoft,34700.0,34700,1
400,Star Wars Battlefront II ,Shooter,PS4,Electronic Arts,135030.96666666667,4096930,34
401,Star Wars Battlefront II ,Shooter,XOne,Electronic Arts,170628.77777777778,1535659,9
402,Stardew Valley ,Simulation,PS4,505 Games,18660.0,18660,1
403,Starlink: Battle for Atlas ,Action-Adventure,NS,Ubisoft,69322.0,69322,1
404,State of Decay 2 ,Action-Adventure,XOne,Microsoft Studios,69823.75,279295,4
405,Steep ,Sports,PS4,Ubisoft,23897.5,591887,7
406,Story of Seasons: Good Friends of the Three Villages ,Simulation,3DS,Marvelous Interactive,67645.0,283774,37
407,Strange Brigade ,Shooter,PS4,Rebellion Developments,25072.0,25072,1
408,Street Fighter 30th Anniversary Collection ,Fighting,NS,Capcom,49247.0,49247,1
409,Street Fighter 30th Anniversary Collection ,Fighting,PS4,Capcom,71575.0,71575,1
410,Street Fighter V ,Fighting,PS4,Capcom,25042.0,1161957,101
411,Styx: Shards of Darknes ,Action,PS4,Focus Home Interactive,28158.0,28158,1
412,"Sumikko Gurashi: Koko, Dokonan Desu? ",Dokonan Desu? (3DS)Nippon Columbia,3DS,Nippon Columbia,17396.0,17396,1
413,Super Bomberman R ,Puzzle,NS,Konami Digital Entertainment,48205.8,259762,6
414,Super Mario Maker ,Platform,3DS,Nintendo,38600.333333333336,2421078,32
415,Super Mario Odyssey ,Platform,NS,Nintendo,188939.12903225806,11714226,62
416,Super Mario Party ,Party,NS,Nintendo,382516.23076923075,4972711,13
417,Super Robot Wars V ,Role-Playing,PS4,Namco Bandai Games,95653.0,95653,1
418,Super Robot Wars V ,Role-Playing,PSV,Namco Bandai Games,82369.0,82369,1
419,Super Robot Wars X ,Strategy,PS4,Namco Bandai Games,88145.0,88145,1
420,Super Robot Wars X ,Strategy,PSV,Namco Bandai Games,53948.0,53948,1
421,Super Smash Bros. ,Fighting,NS,Nintendo,2237752.25,8951009,4
422,Sushi Striker: The Way of Sushido ,Puzzle,NS,Nintendo,18552.0,18552,1
423,Sword Art Online: Fatal Bullet ,Role-Playing,PS4,Namco Bandai Games,70574.5,154942,3
424,TT Isle of Man: Ride on the Edge ,Racing,PS4,Big Ben Interactive,37983.0,37983,1
425,Taiko no Tatsujin: Drum 'n' Fun! ,Music,NS,Namco Bandai Games,33133.4,165667,5
426,Tales of Berseria ,Role-Playing,PS4,Namco Bandai Games,79109.5,399889,25
427,Tekken 7 ,Fighting,PS4,Namco Bandai Games,90889.11111111111,818002,9
428,Tekken 7 ,Fighting,XOne,Namco Bandai Games,47568.0,142704,3
429,The Alliance Alive ,Role-Playing,3DS,Atlus,28178.0,28178,1
430,The Binding of Isaac ,Action,NS,Nicalis,23209.0,23209,1
431,The Crew 2 ,Racing,PS4,Ubisoft,53901.11111111111,485110,9
432,The Crew 2 ,Racing,XOne,Ubisoft,52159.5,104319,2
433,The Elder Scrolls Online: Morrowind ,MMO,PS4,Bethesda Softworks,38514.0,38514,1
434,The Elder Scrolls Online: Morrowind ,MMO,XOne,Bethesda Softworks,21643.0,21643,1
435,The Elder Scrolls V: Skyrim ,Role-Playing,NS,Bethesda Softworks,91773.5,657539,12
436,The Elder Scrolls V: Skyrim ,Role-Playing,PS4,Bethesda Softworks,24124.5,2384573,29
437,The Elder Scrolls V: Skyrim ,Role-Playing,XOne,Bethesda Softworks,31313.0,1317294,11
438,The Elder Scrolls V: Skyrim PSVR ,Role-Playing,PS4,Bethesda Softworks,135861.0,271722,2
439,The Evil Within II ,Action,PS4,Bethesda Softworks,79881.5,713747,15
440,The Evil Within II ,Action,XOne,Bethesda Softworks,47436.0,47436,1
441,The Inpatient ,Action,PS4,Sony Interactive Entertainment,44768.0,44768,1
442,The Last Guardian ,Action-Adventure,PS4,Sony Computer Entertainment,22613.0,953304,6
443,The Legend of Heroes: Trails of Cold Steel III ,Role-Playing,PS4,Nihon Falcom Corporation,92129.0,92129,1
444,The Legend of Heroes: Trails of Cold Steel IV ,Role-Playing,PS4,Falcom,95709.0,95709,1
445,The Legend of Zelda: Breath of the Wild ,Action-Adventure,NS,Nintendo,99084.30526315789,9460827,96
446,The Legend of Zelda: Breath of the Wild ,Action-Adventure,WiiU,Nintendo,95893.0,974835,11
447,The Lego Ninjago Movie Videogame ,Action,PS4,Warner Bros. Interactive Entertainment,27979.0,36304,3
448,The Sims 4 ,Simulation,PS4,Electronic Arts,82052.42857142857,827043,12
449,The Sims 4 ,Simulation,XOne,Electronic Arts,76515.0,76515,1
450,The Snack World: TreJarers ,Role-Playing,3DS,Level 5,45963.333333333336,137890,3
451,The Snack World: Trejarers Gold ,Role-Playing,NS,Level 5,36550.0,36550,1
452,The Surge ,Action,PS4,Koch Media,34395.0,34395,1
453,The Walking Dead - The Telltale Series: A New Frontier ,Adventure,PS4,Warner Bros. Interactive Entertainment,79290.0,79290,1
454,The Walking Dead - The Telltale Series: A New Frontier ,Adventure,XOne,Warner Bros. Interactive Entertainment,52477.0,52477,1
455,The Witcher 3: Wild Hunt ,Role-Playing,PS4,Namco Bandai Games,12541.0,4436993,112
456,The World Ends with You: Final Remix ,Role-Playing,NS,Nintendo,58968.0,75834,3
457,Tom Clancy's Ghost Recon Wildlands ,Shooter,PS4,Ubisoft,90396.88888888889,2440716,27
458,Tom Clancy's Ghost Recon Wildlands ,Shooter,XOne,Ubisoft,87380.5,1048566,12
459,Tom Clancy's Rainbow Six: Siege ,Shooter,PS4,Ubisoft,19852.35,3951178,134
460,Tom Clancy's The Division ,Misc,PS4,Ubisoft,31230.0,4063359,44
461,Train Sim World ,Simulation,PS4,Maximum Games,23673.0,23673,1
462,Ultimate Marvel vs. Capcom 3 ,Fighting,PS4,Capcom,81588.0,81588,1
463,Ultimate Marvel vs. Capcom 3 ,Fighting,XOne,Capcom,40354.0,40354,1
464,Ultra Street Fighter II: The Final Challengers ,Fighting,NS,Capcom,45889.5,183558,4
465,Uncharted ,Action,PS4,Sony Computer Entertainment,45374.357142857145,8933982,48
466,Uncharted ,Action,PS4,Sony Interactive Entertainment,24720.954545454544,9477843,70
467,Uncharted: The Lost Legacy ,Action,PS4,Sony Interactive Entertainment,120854.25,1600959,15
468,Uncharted: The Nathan Drake Collection ,Action,PS4,Sony Computer Entertainment,28490.0,4850381,66
469,Until Dawn: Rush of Blood ,Adventure,PS4,Sony Computer Entertainment,16247.0,481830,18
470,Until Dawn: Rush of Blood ,Shooter,PS4,Sony Computer Entertainment,21973.0,503803,19
471,Uta no Prince-Sama: Repeat Love ,Adventure,PSV,Broccoli,27941.0,27941,1
472,Utawarerumono: Chiriyukusha e no Komoriuta ,Role-Playing,PS4,Aqua Plus,19593.0,19593,1
473,Valkyria Chronicles 4 ,Strategy,NS,Sega,60633.0,60633,1
474,Valkyria Chronicles 4 ,Role-Playing,PS4,Sega,51198.5,126011,1
475,Valkyria: Azure Revolution ,Role-Playing,PS4,Deep Silver,24668.0,87585,24
476,Valkyria: Azure Revolution ,Role-Playing,PS4,Sega,40012.0,40012,1
477,Valkyria: Azure Revolution ,Role-Playing,PSV,Sega,20199.0,20199,1
478,Vampyr ,Role-Playing,PS4,Focus Home Interactive,50697.333333333336,152092,3
479,Vampyr ,Role-Playing,XOne,Focus Home Interactive,37855.0,37855,1
480,WWE 2K18 ,Sports,PS4,Take-Two Interactive,91971.4,1124012,26
481,WWE 2K18 ,Sports,XOne,Take-Two Interactive,86353.0,172706,2
482,WWE 2K19 ,Fighting,PS4,Take-Two Interactive,89902.125,719217,8
483,WWE 2K19 ,Fighting,XOne,Take-Two Interactive,79310.5,158621,2
484,WarioWare Gold ,Misc,3DS,Nintendo,37908.666666666664,120951,4
485,Warriors  Orochi 4 ,Action,NS,Tecmo Koei,24645.0,24645,1
486,Warriors  Orochi 4 ,Action,PS4,Tecmo Koei,102628.0,102628,1
487,Watch Dogs 2 ,Action,PS4,Ubisoft,40515.125,2774779,15
488,Watch Dogs 2 ,Action,XOne,Ubisoft,20967.0,1080191,14
489,We Happy Few ,Action-Adventure,PS4,Gearbox Software,35719.0,35719,1
490,We Happy Few ,Action-Adventure,XOne,Gearbox Software,22029.0,22029,1
491,Wild Guns Reloaded ,Shooter,NS,Natsume,19377.0,19377,1
492,WipEout Omega Collection ,Racing,PS4,Sony Interactive Entertainment,34550.4,182100,6
493,Wolfenstein II: The New Colossus ,Shooter,NS,Bethesda Softworks,23078.5,46157,2
494,Wolfenstein II: The New Colossus ,Shooter,PS4,Bethesda Softworks,113988.16666666667,683929,6
495,Wolfenstein II: The New Colossus ,Shooter,XOne,Bethesda Softworks,63414.5,126829,2
496,World of Warcraft: Battle for Azeroth ,MMO,PC,Activision,44782.0,44782,1
497,Xenoblade Chronicles 2 ,Role-Playing,NS,Nintendo,111286.85714285714,881622,8
498,Xenoblade Chronicles 2: Torna  Golden Country ,Role-Playing,NS,Nintendo,22367.0,22367,1
499,Yakuza 3 ,Action-Adventure,PS4,Sega,25974.0,25974,1
500,Yakuza 6 ,Adventure,PS4,Sega,52518.0,540284,74
501,Yakuza Kiwami ,Adventure,PS4,Sega,67913.0,239707,85
502,Yakuza Kiwami 2 ,Action,PS4,Sega,104589.5,275211,39
503,Yakuza Zero: The Place of Oath ,Adventure,PS4,Sega,65492.5,317671,100
504,Yo-Kai Watch 3: Sukiyaki ,Role-Playing,3DS,Level 5,21936.5,630266,6
505,Yo-kai Watch Busters 2: Legend of the Secret Treasure Banbarayar - Sword/Magnum ,Role-Playing,3DS,Level 5,137031.33333333334,445065,4
506,Yokai Watch 2 Ganso/Honke ,Role-Playing,3DS,Nintendo,40756.5,3450680,145
507,Yokai Watch 2 Shinuchi ,Role-Playing,3DS,Nintendo,29690.0,2718667,147
508,Yokai Watch Busters ,Role-Playing,3DS,Level 5,22306.0,2325831,166
509,Yonmegami Online: Cyber Dimension Neptune ,Role-Playing,PS4,Compile Heart,44395.0,44395,1
510,Yooka-Laylee ,Platform,PS4,Sold Out,57411.0,57411,1
511,Yooka-Laylee ,Platform,XOne,Sold Out,20834.0,20834,1
512,Yoshi's Woolly World ,Platform,3DS,Nintendo,40157.166666666664,239343,6
513,Ys VIII: Lacrimosa of Dana ,Role-Playing,NS,Nippon Ichi Software,23530.0,23530,1
514,Ys VIII: Lacrimosa of Dana ,Role-Playing,PS4,Nippon Ichi Software,26732.0,26732,1
515,Zanki Zero: Last Beginning ,Role-Playing,PS4,Spike Chunsoft,15528.0,15528,1
516,Zone of the Enders: The 2nd Runner M∀RS ,Simulation,PS4,Konami Digital Entertainment,33273.0,33273,1
